Iteration,k,t,%Pta,%Psp,%rta,%rl,%dta,%dl,%dx,%Ata,%Ats,%Ate,%Ato,%Atx,%Afx,%Afs,%Afe,%Aff,%Afox,%Afos,%Afoe,%Afof,%Abx,%Abs,%Abe,%Abf,%Abi,%Abc,%Abm,%Dt,%Dx
190,190,190,4,3,4,577,6,997,0.000147951,1,386,1343,High,1.483784003,0.00018499600000000002,386,1343,1,4.8320000000000005e-06,386,1341,1,0.003287472,770,1536,2,2,579,1,770,0.550752287
191,191,200,4,3,4,580,6,1002,0.000145656,1,388,1350,High,1.4337781070000002,0.000194068,388,1350,1,4.890000000000001e-06,388,1348,1,0.003365934,774,1544,2,2,582,1,774,0.5556408540000001
192,192,200,4,3,4,583,6,1007,0.00014736800000000002,1,390,1357,High,1.466470479,6.7977e-05,390,1357,1,4.882e-06,390,1355,1,0.003325202,778,1552,2,2,585,1,778,0.5525461770000001
193,193,200,4,3,4,586,6,1012,0.000178901,1,392,1364,High,1.721326504,0.00019204600000000002,392,1364,1,5.017e-06,392,1362,1,0.0033680900000000002,782,1560,2,2,588,1,782,0.556862265
194,194,200,4,3,4,589,6,1017,0.000145711,1,394,1371,High,1.510984595,0.000190022,394,1371,1,5.089000000000001e-06,394,1369,1,0.0033135240000000004,786,1568,2,2,591,1,786,0.559994407
195,195,200,4,3,4,592,6,1022,0.000154887,1,396,1378,High,1.780766145,0.00020827600000000002,396,1378,1,5.895e-06,396,1376,1,0.0033759750000000002,790,1576,2,2,594,1,790,0.559532852
196,196,200,4,3,4,595,6,1027,0.000147116,1,398,1385,High,1.582897956,6.810300000000001e-05,398,1385,1,5.01e-06,398,1383,1,0.0033706030000000002,794,1584,2,2,597,1,794,0.5667833240000001
197,197,200,4,3,4,598,6,1032,0.00015694000000000003,1,400,1392,High,1.6727265720000002,0.00019636000000000002,400,1392,1,5.065000000000001e-06,400,1390,1,0.003444518,798,1592,2,2,600,1,798,0.56993404
198,198,200,4,3,4,601,6,1037,0.000156123,1,402,1399,High,1.902991211,0.00019290500000000002,402,1399,1,5.149e-06,402,1397,1,0.003524255,802,1600,2,2,603,1,802,0.5745824030000001
199,199,200,4,3,4,604,6,1042,0.000155796,1,404,1406,High,1.8922758780000002,0.000197743,404,1406,1,4.6910000000000005e-06,404,1404,1,0.003482072,806,1608,2,2,606,1,806,0.5737984880000001
200,200,200,4,3,4,607,6,1047,0.000160043,1,406,1413,High,1.934219023,0.000206099,406,1413,1,5.414e-06,406,1411,1,0.003505048,810,1616,2,2,609,1,810,0.5773978000000001
201,201,210,4,3,4,610,6,1052,0.00015598,1,408,1420,High,1.9335115980000002,0.000194099,408,1420,1,4.697e-06,408,1418,1,0.0034636970000000004,814,1624,2,2,612,1,814,0.582947575
202,202,210,4,3,4,613,6,1057,0.00015210100000000003,1,410,1427,High,1.8159296420000002,0.00020310300000000002,410,1427,1,5.99e-06,410,1425,1,0.0034830300000000002,818,1632,2,2,615,1,818,0.583100982
203,203,210,4,3,4,616,6,1062,0.000160626,1,412,1434,High,2.0033643870000004,0.000200299,412,1434,1,5.042e-06,412,1432,1,0.003514132,822,1640,2,2,618,1,822,0.5873529900000001
204,204,210,4,3,4,619,6,1067,0.00015156200000000002,1,414,1441,High,2.0349073860000004,0.00020115400000000002,414,1441,1,5.236e-06,414,1439,1,0.0035387450000000003,826,1648,2,2,621,1,826,0.591571276
205,205,210,4,3,4,622,6,1072,0.00016109200000000002,1,416,1448,High,2.066575335,0.000209008,416,1448,1,4.892000000000001e-06,416,1446,1,0.0035254460000000002,830,1656,2,2,624,1,830,0.5920913980000001
206,206,210,4,3,4,625,6,1077,0.000228459,1,418,1455,High,2.081799853,0.00019834800000000002,418,1455,1,5.3910000000000006e-06,418,1453,1,0.0035965510000000003,834,1664,2,2,627,1,834,0.5964715070000001
207,207,210,4,3,4,628,6,1082,0.00016200800000000003,1,420,1462,High,1.8106718370000001,0.000238561,420,1462,1,5.4130000000000005e-06,420,1460,1,0.003563894,838,1672,2,2,630,1,838,0.5967386570000001
208,208,210,4,3,4,631,6,1087,0.000166966,1,422,1469,High,2.2034095230000004,0.00021308700000000001,422,1469,1,5.351e-06,422,1467,1,0.0035720070000000003,842,1680,2,2,633,1,842,0.604170552
209,209,210,4,3,4,634,6,1092,0.000166123,1,424,1476,High,2.1782812550000004,0.00022439400000000002,424,1476,1,5.587e-06,424,1474,1,0.003624253,846,1688,2,2,636,1,846,0.6052100330000001
210,210,210,4,3,4,637,6,1097,0.000171088,1,426,1483,High,2.1631046410000003,0.000194978,426,1483,1,5.183e-06,426,1481,1,0.0036268130000000004,850,1696,2,2,639,1,850,0.6102504940000001
211,211,220,4,3,4,640,6,1102,0.00016077700000000002,1,428,1490,High,2.3077858100000004,0.00022720700000000002,428,1490,1,5.63e-06,428,1488,1,0.0036452470000000003,854,1704,2,2,642,1,854,0.6121487680000001
212,212,220,4,3,4,643,6,1107,0.00016506000000000002,1,430,1497,High,2.235648653,0.000211492,430,1497,1,5.387e-06,430,1495,1,0.003730704,858,1712,2,2,645,1,858,0.625244314
213,213,220,4,3,4,646,6,1112,0.000171024,1,432,1504,High,2.061687774,0.00021688000000000002,432,1504,1,5.271e-06,432,1502,1,0.00368469,862,1720,2,2,648,1,862,0.6470465700000001
214,214,220,4,3,4,649,6,1117,0.000170454,1,434,1511,High,2.403925146,0.00021958100000000002,434,1511,1,5.5880000000000005e-06,434,1509,1,0.00371016,866,1728,2,2,651,1,866,0.6218036790000001
215,215,220,4,3,4,652,6,1122,0.00022265400000000003,1,436,1518,High,1.95077848,0.00020814500000000002,436,1518,1,5.3010000000000006e-06,436,1516,1,0.003715177,870,1736,2,2,654,1,870,0.6226279880000001
216,216,220,4,3,4,655,6,1127,0.000166932,1,438,1525,High,2.145642592,0.00022627700000000002,438,1525,1,5.304e-06,438,1523,1,0.0037994950000000004,874,1744,2,2,657,1,874,0.627664905
217,217,220,4,3,4,658,6,1132,0.00017731500000000002,1,440,1532,High,2.4673351890000004,0.00020512200000000002,440,1532,1,5.185e-06,440,1530,1,0.0038359350000000004,878,1752,2,2,660,1,878,0.62817676
218,218,220,4,3,4,661,6,1137,0.000175121,1,442,1539,High,2.072927899,0.000206622,442,1539,1,5.244e-06,442,1537,1,0.0038244570000000003,882,1760,2,2,663,1,882,0.6308136510000001
219,219,220,4,3,4,664,6,1142,0.000169065,1,444,1546,High,2.2887927340000003,0.000233056,444,1546,1,5.541000000000001e-06,444,1544,1,0.003822377,886,1768,2,2,666,1,886,0.6337782040000001
220,220,220,4,3,4,667,6,1147,0.000165381,1,446,1553,High,2.662386666,0.000216237,446,1553,1,5.321e-06,446,1551,1,0.003763751,890,1776,2,2,669,1,890,0.6400651610000001
221,221,230,4,3,4,670,6,1152,0.00017571400000000002,1,448,1560,High,2.537144183,0.000227559,448,1560,1,5.527000000000001e-06,448,1558,1,0.0038441340000000004,894,1784,2,2,672,1,894,0.641827133
222,222,230,4,3,4,673,6,1157,0.000170229,1,450,1567,High,2.435381945,0.00023091700000000003,450,1567,1,5.687000000000001e-06,450,1565,1,0.003868564,898,1792,2,2,675,1,898,0.6453672880000001
223,223,230,4,3,4,676,6,1162,0.00017216300000000003,1,452,1574,High,2.227330616,0.000222806,452,1574,1,5.651000000000001e-06,452,1572,1,0.0038280140000000002,902,1800,2,2,678,1,902,0.647642484
224,224,230,4,3,4,679,6,1167,0.000169673,1,454,1581,High,2.202605009,0.00022736700000000002,454,1581,1,5.462e-06,454,1579,1,0.0039013140000000003,906,1808,2,2,681,1,906,0.6480643770000001
225,225,230,4,3,4,682,6,1172,0.000181738,1,456,1588,High,2.4338040490000004,0.00021809000000000002,456,1588,1,5.438e-06,456,1586,1,0.0038589450000000003,910,1816,2,2,684,1,910,0.6491619740000001
226,226,230,4,3,4,685,6,1177,0.000169977,1,458,1595,High,2.2876275400000003,0.000212489,458,1595,1,5.432000000000001e-06,458,1593,1,0.0038961800000000004,914,1824,2,2,687,1,914,0.6537753350000001
227,227,230,4,3,4,688,6,1182,0.000186631,1,460,1602,High,2.590586864,0.000215409,460,1602,1,5.298000000000001e-06,460,1600,1,0.003940665,918,1832,2,2,690,1,918,0.6596094600000001
228,228,230,4,3,4,691,6,1187,0.000169018,1,462,1609,High,3.313367073,0.00036677300000000003,462,1609,1,7.826000000000001e-06,462,1607,1,0.008229414,922,1840,2,2,693,1,922,0.7342010880000001
229,229,230,4,3,4,694,6,1192,0.0001721,1,464,1616,High,3.158688435,0.00039097400000000004,464,1616,1,7.709e-06,464,1614,1,0.0060534180000000005,926,1848,2,2,696,1,926,0.763922571
230,230,230,4,3,4,697,6,1197,0.000262571,1,466,1623,High,2.8448521980000003,0.00024792200000000003,466,1623,1,5.463e-06,466,1621,1,0.003949102,930,1856,2,2,699,1,930,0.667758099
231,231,240,4,3,4,700,6,1202,0.00018778000000000002,1,468,1630,High,2.548554826,0.000234617,468,1630,1,5.840000000000001e-06,468,1628,1,0.003946489,934,1864,2,2,702,1,934,0.672295737
232,232,240,4,3,4,703,6,1207,0.00017532200000000003,1,470,1637,High,2.520264345,0.000240974,470,1637,1,5.8970000000000005e-06,470,1635,1,0.004039964,938,1872,2,2,705,1,938,0.714451644
233,233,240,4,3,4,706,6,1212,0.00017628900000000002,1,472,1644,High,2.5341199390000004,0.00023494000000000002,472,1644,1,5.5200000000000005e-06,472,1642,1,0.003966883,942,1880,2,2,708,1,942,0.671729298
234,234,240,4,3,4,709,6,1217,0.00018466900000000002,1,474,1651,High,2.9571004530000002,0.00024995700000000003,474,1651,1,6.0840000000000005e-06,474,1649,1,0.0040125130000000005,946,1888,2,2,711,1,946,0.6823613040000001
235,235,240,4,3,4,712,6,1222,0.000198717,1,476,1658,High,4.033332122,0.00030127400000000003,476,1658,1,6.8550000000000004e-06,476,1656,1,0.006800654000000001,950,1896,2,2,714,1,950,0.972212948
236,236,240,4,3,4,715,6,1227,0.000195853,1,478,1665,High,3.3041412140000004,0.000350222,478,1665,1,7.807000000000002e-06,478,1663,1,0.008047243,954,1904,2,2,717,1,954,0.7912821200000001
237,237,240,4,3,4,718,6,1232,0.000184567,1,480,1672,High,3.2609409800000004,0.000263418,480,1672,1,5.954e-06,480,1670,1,0.004150172000000001,958,1912,2,2,720,1,958,0.804037577
238,238,240,4,3,4,721,6,1237,0.00019881500000000003,1,482,1679,High,3.1425013180000003,0.00024590900000000005,482,1679,1,6.001000000000001e-06,482,1677,1,0.004095201000000001,962,1920,2,2,723,1,962,0.6876234980000001
239,239,240,4,3,4,724,6,1242,0.00018356900000000002,1,484,1686,High,3.402943678,0.000224417,484,1686,1,5.680000000000001e-06,484,1684,1,0.004102891,966,1928,2,2,726,1,966,0.691827591
240,240,240,4,3,4,727,6,1247,0.000181752,1,486,1693,High,2.796104532,0.000223906,486,1693,1,5.735e-06,486,1691,1,0.0041125960000000005,970,1936,2,2,729,1,970,0.70604518
241,241,250,4,3,4,730,6,1252,0.000189984,1,488,1700,High,3.446357315,0.000241083,488,1700,1,5.614000000000001e-06,488,1698,1,0.00414324,974,1944,2,2,732,1,974,0.6969946560000001
242,242,250,4,3,4,733,6,1257,0.00018590700000000002,1,490,1707,High,2.8659574620000003,0.00023060700000000002,490,1707,1,5.91e-06,490,1705,1,0.004143179,978,1952,2,2,735,1,978,0.699157027
243,243,250,4,3,4,736,6,1262,0.00018112600000000001,1,492,1714,High,2.927309896,0.000237161,492,1714,1,5.693e-06,492,1712,1,0.0041599060000000005,982,1960,2,2,738,1,982,0.7018303690000001
244,244,250,4,3,4,739,6,1267,0.00018295300000000002,1,494,1721,High,2.9588662720000003,0.00025651700000000005,494,1721,1,5.619000000000001e-06,494,1719,1,0.004167494000000001,986,1968,2,2,741,1,986,0.7088536860000001
245,245,250,4,3,4,742,6,1272,0.000188359,1,496,1728,High,3.548677264,0.00023221600000000001,496,1728,1,5.7050000000000004e-06,496,1726,1,0.004221962,990,1976,2,2,744,1,990,0.708951234
246,246,250,4,3,4,745,6,1277,0.000185097,1,498,1735,High,2.9077276660000004,0.00023272800000000003,498,1735,1,5.6730000000000006e-06,498,1733,1,0.004200794000000001,994,1984,2,2,747,1,994,0.736839275
247,247,250,4,3,4,748,6,1282,0.000190039,1,500,1742,High,3.7440025770000003,0.00023377800000000002,500,1742,1,5.601e-06,500,1740,1,0.004260985,998,1992,2,2,750,1,998,0.713628
248,248,250,4,3,4,751,6,1287,0.000180962,1,502,1749,High,3.1202695360000003,0.000229783,502,1749,1,5.775000000000001e-06,502,1747,1,0.004198604000000001,1002,2000,2,2,753,1,1002,0.7182615240000001
249,249,250,4,3,4,754,6,1292,0.000194291,1,504,1756,High,3.2548627220000004,0.000233379,504,1756,1,5.839e-06,504,1754,1,0.004192515000000001,1006,2008,2,2,756,1,1006,0.719816267
250,250,250,4,3,4,757,6,1297,0.000191003,1,506,1763,High,3.939587223,0.00024247500000000003,506,1763,1,5.747e-06,506,1761,1,0.004291635,1010,2016,2,2,759,1,1010,0.7341291080000001
251,251,260,4,3,4,760,6,1302,0.000197523,1,508,1770,High,3.248878019,0.000237743,508,1770,1,5.985e-06,508,1768,1,0.004244958,1014,2024,2,2,762,1,1014,0.725069854
252,252,260,4,3,4,763,6,1307,0.00019810200000000002,1,510,1777,High,3.4261410640000003,0.00023488800000000002,510,1777,1,5.99e-06,510,1775,1,0.004293214,1018,2032,2,2,765,1,1018,0.7315932930000001
253,253,260,4,3,4,766,6,1312,0.000196643,1,512,1784,High,3.285442622,0.00023306000000000002,512,1784,1,5.585000000000001e-06,512,1782,1,0.0043225550000000005,1022,2040,2,2,768,1,1022,0.7283634050000001
254,254,260,4,3,4,769,6,1317,0.00021659400000000002,1,514,1791,High,11.326720624,0.00024642800000000003,514,1791,1,6e-06,514,1789,1,0.005494938,1026,2048,2,2,771,2,900,2.0240169210000003
255,255,260,4,3,4,772,6,1322,0.000274484,1,516,1798,High,11.544778491,0.000250865,516,1798,1,5.854e-06,516,1796,1,0.005483488000000001,1030,2056,2,2,774,2,905,2.0111128760000003
256,256,260,4,3,4,775,6,1327,0.000197543,1,518,1805,High,11.211441235,0.000253863,518,1805,1,6.102e-06,518,1803,1,0.0054345750000000005,1034,2064,2,2,777,2,907,2.052103449
257,257,260,4,3,4,778,6,1332,0.00019335900000000002,1,520,1812,High,11.664626647,0.00025248100000000004,520,1812,1,6.464e-06,520,1810,1,0.005440818,1038,2072,2,2,780,2,912,2.589561166
258,258,260,4,3,4,781,6,1337,0.000205817,1,522,1819,High,11.524507811000001,0.00027005000000000003,522,1819,1,6.3880000000000005e-06,522,1817,1,0.005511032000000001,1042,2080,2,2,783,2,914,2.045685101
259,259,260,4,3,4,784,6,1342,0.000191337,1,524,1826,High,12.721499639000001,0.000240773,524,1826,1,5.908e-06,524,1824,1,0.005477470000000001,1046,2088,2,2,786,2,919,2.0779244610000003
260,260,260,4,3,4,787,6,1347,0.000191639,1,526,1833,High,13.140266519,0.000252401,526,1833,1,1.0386e-05,526,1831,1,0.005558886000000001,1050,2096,2,2,789,2,921,2.116330263
261,261,270,4,3,4,790,6,1352,0.000205187,1,528,1840,High,14.661310077000001,0.000258143,528,1840,1,5.840000000000001e-06,528,1838,1,0.005605382000000001,1054,2104,2,2,792,2,926,2.0606579170000003
262,262,270,4,3,4,793,6,1357,0.000204131,1,530,1847,High,11.904648759,0.00027047400000000004,530,1847,1,6.681e-06,530,1845,1,0.005556623,1058,2112,2,2,795,2,928,2.0649439320000003
263,263,270,4,3,4,796,6,1362,0.00019754,1,532,1854,High,11.276602699000001,0.00029597600000000004,532,1854,1,6.798000000000001e-06,532,1852,1,0.0056118520000000005,1062,2120,2,2,798,2,933,2.0760113830000004
264,264,270,4,3,4,799,6,1367,0.000202482,1,534,1861,High,13.222512566,0.000259785,534,1861,1,6.3490000000000005e-06,534,1859,1,0.00566364,1066,2128,2,2,801,2,935,2.084744589
265,265,270,4,3,4,802,6,1372,0.00020757500000000002,1,536,1868,High,13.511561363,0.00025431700000000005,536,1868,1,6.087e-06,536,1866,1,0.005775301,1070,2136,2,2,804,2,940,2.1008638430000004
266,266,270,4,3,4,805,6,1377,0.00035780100000000004,1,538,1875,High,13.780122642,0.00025555600000000004,538,1875,1,6.662000000000001e-06,538,1873,1,0.005657942,1074,2144,2,2,807,2,942,2.10473788
267,267,270,4,3,4,808,6,1382,0.000205521,1,540,1882,High,13.489359454,0.000250975,540,1882,1,6.3930000000000005e-06,540,1880,1,0.005663461000000001,1078,2152,2,2,810,2,947,2.104809132
268,268,270,4,3,4,811,6,1387,0.00020945500000000002,1,542,1889,High,12.821855575,0.000272862,542,1889,1,6.173e-06,542,1887,1,0.005723444,1082,2160,2,2,813,2,949,2.1298423370000004
269,269,270,4,3,4,814,6,1392,0.00021359200000000002,1,544,1896,High,14.338823817000002,0.000264295,544,1896,1,6.369e-06,544,1894,1,0.005713583,1086,2168,2,2,816,2,954,2.1343415140000004
270,270,270,4,3,4,817,6,1397,0.00021258300000000002,1,546,1903,High,14.067453266000001,0.00026085400000000003,546,1903,1,6.36e-06,546,1901,1,0.005853696,1090,2176,2,2,819,2,956,2.1500831390000004
271,271,280,4,3,4,820,6,1402,0.00019816700000000002,1,548,1910,High,11.722407684,0.000277926,548,1910,1,6.5290000000000005e-06,548,1908,1,0.005772494,1094,2184,2,2,822,2,961,2.138354704
272,272,280,4,3,4,823,6,1407,0.000210434,1,550,1917,High,12.162327803,0.000266499,550,1917,1,5.975e-06,550,1915,1,0.005855748,1098,2192,2,2,825,2,963,2.1575151200000002
273,273,280,4,3,4,826,6,1412,0.00021181900000000003,1,552,1924,High,15.117235923,0.00026957900000000004,552,1924,1,6.1280000000000005e-06,552,1922,1,0.005879072000000001,1102,2200,2,2,828,2,968,2.1575199310000004
274,274,280,4,3,4,829,6,1417,0.00028193500000000003,1,554,1931,High,12.917610072,0.00026370200000000004,554,1931,1,6.313e-06,554,1929,1,0.005817247,1106,2208,2,2,831,2,970,2.165046021
275,275,280,4,3,4,832,6,1422,0.00020279600000000001,1,556,1938,High,11.049967449,0.000272439,556,1938,1,6.4560000000000005e-06,556,1936,1,0.005843895000000001,1110,2216,2,2,834,2,975,2.168676635
276,276,280,4,3,4,835,6,1427,0.00021500000000000002,1,558,1945,High,12.960949072,0.000262595,558,1945,1,6.387e-06,558,1943,1,0.0059119770000000006,1114,2224,2,2,837,2,977,2.1747215430000004
277,277,280,4,3,4,838,6,1432,0.00021175800000000001,1,560,1952,High,14.092262196,0.000293203,560,1952,1,7.529e-06,560,1950,1,0.0058790150000000005,1118,2232,2,2,840,2,982,2.1850330230000004
278,278,280,4,3,4,841,6,1437,0.000215278,1,562,1959,High,12.017198515,0.00026009000000000004,562,1959,1,6.428e-06,562,1957,1,0.005936369,1122,2240,2,2,843,2,984,2.208496448
279,279,280,4,3,4,844,6,1442,0.00021112300000000002,1,564,1966,High,12.563005792,0.00028194200000000003,564,1966,1,6.808000000000001e-06,564,1964,1,0.005972556,1126,2248,2,2,846,2,989,2.20862228
280,280,280,4,3,4,847,6,1447,0.000213367,1,566,1973,High,15.226294589,0.000267845,566,1973,1,6.116e-06,566,1971,1,0.006097394000000001,1130,2256,2,2,849,2,991,2.2085161650000003
281,281,290,4,3,4,850,6,1452,0.000214374,1,568,1980,High,12.784905249000001,0.00026512100000000005,568,1980,1,6.372e-06,568,1978,1,0.006009482,1134,2264,2,2,852,2,996,2.212571209
282,282,290,4,3,4,853,6,1457,0.00021391900000000002,1,570,1987,High,11.195299171,0.000268348,570,1987,1,6.459e-06,570,1985,1,0.0059908900000000005,1138,2272,2,2,855,2,998,2.223665145
283,283,290,4,3,4,856,6,1462,0.00020452500000000002,1,572,1994,High,11.135909244,0.00028289300000000004,572,1994,1,8.180000000000001e-06,572,1992,1,0.005953642,1142,2280,2,2,858,2,1003,2.2309765030000004
284,284,290,4,3,4,859,6,1467,0.00020914900000000003,1,574,2001,High,11.631866581,0.00026962100000000005,574,2001,1,6.442e-06,574,1999,1,0.006093806,1146,2288,2,2,861,2,1005,2.2427695360000004
285,285,290,4,3,4,862,6,1472,0.000221749,1,576,2008,High,13.027082652,0.000284207,576,2008,1,6.6310000000000005e-06,576,2006,1,0.006056266,1150,2296,2,2,864,2,1010,2.263249198
286,286,290,4,3,4,865,6,1477,0.000213004,1,578,2015,High,11.216267213,0.000269154,578,2015,1,6.691000000000001e-06,578,2013,1,0.006096791000000001,1154,2304,2,2,867,2,1012,2.256873004
287,287,290,4,3,4,868,6,1482,0.000226213,1,580,2022,High,13.464079926,0.000279765,580,2022,1,6.6140000000000005e-06,580,2020,1,0.0062010270000000004,1158,2312,2,2,870,2,1017,2.2626826650000003
288,288,290,4,3,4,871,6,1487,0.00022609500000000002,1,582,2029,High,12.277224039,0.000311443,582,2029,1,6.939000000000001e-06,582,2027,1,0.00666351,1162,2320,2,2,873,2,1019,2.276098332
289,289,290,4,3,4,874,6,1492,0.000223295,1,584,2036,High,11.320471605000002,0.00029064900000000003,584,2036,1,6.723000000000001e-06,584,2034,1,0.006216082,1166,2328,2,2,876,2,1024,2.2738164500000004
290,290,290,4,3,4,877,6,1497,0.000222961,1,586,2043,High,11.231424749,0.00029460900000000004,586,2043,1,6.851e-06,586,2041,1,0.006193892,1170,2336,2,2,879,2,1026,2.3015388690000003
291,291,300,4,3,4,880,6,1502,0.00022486900000000002,1,588,2050,High,11.758171938,0.00044878400000000003,588,2050,1,9.703e-06,588,2048,1,0.010592927,1174,2344,2,2,882,2,1031,2.367959631
292,292,300,4,3,4,883,6,1507,0.000225622,1,590,2057,High,13.505758702000001,0.00030290300000000004,590,2057,1,7.105000000000001e-06,590,2055,1,0.006223933,1178,2352,2,2,885,2,1033,2.3195412720000004
293,293,300,4,3,4,886,6,1512,0.00022381400000000002,1,592,2064,High,11.498983548000002,0.000303852,592,2064,1,8.039e-06,592,2062,1,0.0062584960000000005,1182,2360,2,2,888,2,1038,2.321703009
294,294,300,4,3,4,889,6,1517,0.00023043,1,594,2071,High,14.922016701,0.000283907,594,2071,1,6.4560000000000005e-06,594,2069,1,0.00622078,1186,2368,2,2,891,2,1040,2.3817003750000003
295,295,300,4,3,4,892,6,1522,0.00021298900000000002,1,596,2078,High,11.487763321000001,0.00029146500000000003,596,2078,1,6.783e-06,596,2076,1,0.006270385000000001,1190,2376,2,2,894,2,1045,2.319541032
296,296,300,4,3,4,895,6,1527,0.00022631500000000002,1,598,2085,High,11.613482115,0.00029239500000000004,598,2085,1,6.801000000000001e-06,598,2083,1,0.006328603,1194,2384,2,2,897,2,1047,2.339088147
297,297,300,4,3,4,898,6,1532,0.000378602,1,600,2092,High,11.931912726,0.000302155,600,2092,1,6.978000000000001e-06,600,2090,1,0.006409042,1198,2392,2,2,900,2,1052,2.3622382830000004
298,298,300,4,3,4,901,6,1537,0.00023642200000000002,1,602,2099,High,14.786055125,0.00026529300000000005,602,2099,1,6.2420000000000005e-06,602,2097,1,0.006116449,1202,2400,2,2,903,2,1054,2.353405872
299,299,300,4,3,4,904,6,1542,0.000221658,1,604,2106,High,11.450214989000001,0.00027679,604,2106,1,6.378000000000001e-06,604,2104,1,0.006427960000000001,1206,2408,2,2,906,2,1059,2.3723962650000003
300,300,300,4,3,4,907,6,1547,0.000229936,1,606,2113,High,15.172854261000001,0.000287294,606,2113,1,6.81e-06,606,2111,1,0.006492206,1210,2416,2,2,909,2,1061,2.374677778
