permutation|permutationMap|result|denot total iterations
578|{232: 232, 237: 237, 236: 11, 10: 3, 233: 236, 2: 233, 0: 0, 11: 2, 242: 242, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|243
579|{232: 11, 237: 3, 236: 10, 10: 2, 233: 232, 2: 237, 0: 236, 11: 242, 242: 233, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|962
580|{232: 11, 237: 10, 236: 236, 10: 237, 233: 0, 2: 233, 0: 242, 11: 232, 242: 2, 3: 3}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|245
581|{232: 10, 237: 236, 236: 3, 10: 11, 233: 232, 2: 233, 0: 2, 11: 242, 242: 0, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|501
582|{232: 242, 237: 3, 236: 237, 10: 236, 233: 11, 2: 233, 0: 232, 11: 10, 242: 0, 3: 2}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|247
583|{232: 233, 237: 232, 236: 242, 10: 237, 233: 236, 2: 3, 0: 0, 11: 11, 242: 2, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|857
584|{232: 232, 237: 237, 236: 233, 10: 0, 233: 242, 2: 236, 0: 11, 11: 2, 242: 10, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|480
585|{232: 11, 237: 233, 236: 3, 10: 232, 233: 242, 2: 0, 0: 236, 11: 237, 242: 10, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|487
586|{232: 232, 237: 10, 236: 11, 10: 233, 233: 236, 2: 242, 0: 237, 11: 2, 242: 0, 3: 3}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|9
587|{232: 242, 237: 236, 236: 0, 10: 2, 233: 10, 2: 237, 0: 233, 11: 3, 242: 232, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|249
588|{232: 10, 237: 11, 236: 3, 10: 237, 233: 2, 2: 232, 0: 233, 11: 0, 242: 242, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|737
589|{232: 10, 237: 2, 236: 237, 10: 0, 233: 232, 2: 11, 0: 3, 11: 236, 242: 242, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } )|709
590|{232: 237, 237: 2, 236: 11, 10: 0, 233: 236, 2: 233, 0: 3, 11: 10, 242: 232, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|959
591|{232: 11, 237: 0, 236: 3, 10: 10, 233: 242, 2: 237, 0: 233, 11: 232, 242: 236, 3: 2}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|247
592|{232: 232, 237: 2, 236: 233, 10: 237, 233: 242, 2: 11, 0: 236, 11: 3, 242: 10, 3: 0}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|10
593|{232: 236, 237: 10, 236: 0, 10: 3, 233: 11, 2: 2, 0: 237, 11: 233, 242: 232, 3: 242}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } )|243
594|{232: 0, 237: 3, 236: 237, 10: 233, 233: 236, 2: 11, 0: 232, 11: 242, 242: 2, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|248
595|{232: 2, 237: 11, 236: 236, 10: 232, 233: 0, 2: 10, 0: 237, 11: 233, 242: 3, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|513
596|{232: 232, 237: 0, 236: 2, 10: 242, 233: 236, 2: 237, 0: 11, 11: 3, 242: 10, 3: 233}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } )|487
597|{232: 236, 237: 242, 236: 233, 10: 3, 233: 0, 2: 11, 0: 10, 11: 237, 242: 2, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|26
598|{232: 242, 237: 233, 236: 232, 10: 237, 233: 3, 2: 0, 0: 11, 11: 2, 242: 10, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|248
599|{232: 233, 237: 0, 236: 242, 10: 2, 233: 236, 2: 3, 0: 232, 11: 237, 242: 10, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|258
600|{232: 233, 237: 11, 236: 0, 10: 232, 233: 10, 2: 236, 0: 237, 11: 2, 242: 242, 3: 3}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|249
601|{232: 0, 237: 237, 236: 3, 10: 233, 233: 236, 2: 2, 0: 242, 11: 11, 242: 232, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|252
602|{232: 10, 237: 0, 236: 2, 10: 11, 233: 3, 2: 236, 0: 242, 11: 237, 242: 233, 3: 232}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|7
603|{232: 242, 237: 232, 236: 0, 10: 236, 233: 11, 2: 3, 0: 237, 11: 233, 242: 2, 3: 10}|( { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } )|767
604|{232: 237, 237: 3, 236: 10, 10: 236, 233: 0, 2: 242, 0: 233, 11: 232, 242: 11, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|474
605|{232: 237, 237: 242, 236: 11, 10: 233, 233: 10, 2: 0, 0: 236, 11: 3, 242: 232, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|246
606|{232: 232, 237: 242, 236: 233, 10: 11, 233: 3, 2: 2, 0: 237, 11: 0, 242: 10, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|497
607|{232: 3, 237: 233, 236: 236, 10: 242, 233: 11, 2: 2, 0: 237, 11: 10, 242: 232, 3: 0}|( )|10
608|{232: 10, 237: 0, 236: 237, 10: 242, 233: 11, 2: 232, 0: 233, 11: 3, 242: 236, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|1006
609|{232: 10, 237: 232, 236: 233, 10: 242, 233: 2, 2: 0, 0: 236, 11: 3, 242: 237, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|472
610|{232: 232, 237: 11, 236: 0, 10: 2, 233: 233, 2: 237, 0: 242, 11: 3, 242: 236, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|746
611|{232: 242, 237: 237, 236: 2, 10: 232, 233: 10, 2: 236, 0: 3, 11: 233, 242: 0, 3: 11}|( { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -65 & a >= 0 } )|486
612|{232: 3, 237: 237, 236: 233, 10: 2, 233: 10, 2: 236, 0: 0, 11: 232, 242: 242, 3: 11}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|498
613|{232: 233, 237: 232, 236: 0, 10: 242, 233: 236, 2: 3, 0: 237, 11: 2, 242: 11, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } )|848
614|{232: 237, 237: 242, 236: 3, 10: 11, 233: 0, 2: 232, 0: 10, 11: 2, 242: 236, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|998
615|{232: 10, 237: 232, 236: 2, 10: 3, 233: 237, 2: 242, 0: 0, 11: 233, 242: 236, 3: 11}|( { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|729
616|{232: 232, 237: 11, 236: 10, 10: 3, 233: 0, 2: 242, 0: 236, 11: 237, 242: 2, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|495
617|{232: 3, 237: 232, 236: 11, 10: 242, 233: 0, 2: 2, 0: 236, 11: 233, 242: 10, 3: 237}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|7
618|{232: 236, 237: 242, 236: 233, 10: 2, 233: 3, 2: 237, 0: 0, 11: 11, 242: 10, 3: 232}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|257
619|{232: 2, 237: 3, 236: 0, 10: 242, 233: 233, 2: 236, 0: 11, 11: 10, 242: 237, 3: 232}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|9
620|{232: 242, 237: 10, 236: 233, 10: 236, 233: 232, 2: 11, 0: 2, 11: 237, 242: 3, 3: 0}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|528
621|{232: 10, 237: 232, 236: 233, 10: 0, 233: 3, 2: 242, 0: 236, 11: 11, 242: 2, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } )|480
622|{232: 236, 237: 242, 236: 233, 10: 237, 233: 3, 2: 10, 0: 11, 11: 2, 242: 0, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } )|576
623|{232: 0, 237: 232, 236: 3, 10: 236, 233: 242, 2: 233, 0: 11, 11: 237, 242: 2, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } { t = 0 & a - b = 1 & a >= 1 } )|746
624|{232: 11, 237: 242, 236: 10, 10: 232, 233: 237, 2: 2, 0: 0, 11: 236, 242: 233, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } )|827
625|{232: 232, 237: 242, 236: 11, 10: 237, 233: 10, 2: 236, 0: 3, 11: 233, 242: 2, 3: 0}|( { t = 0 & -a + b > -67 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } )|765
626|{232: 0, 237: 2, 236: 232, 10: 242, 233: 233, 2: 237, 0: 3, 11: 11, 242: 10, 3: 236}|( )|235
627|{232: 232, 237: 11, 236: 236, 10: 233, 233: 237, 2: 0, 0: 10, 11: 3, 242: 242, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|496
628|{232: 2, 237: 233, 236: 236, 10: 242, 233: 232, 2: 3, 0: 0, 11: 237, 242: 10, 3: 11}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|243
629|{232: 2, 237: 237, 236: 233, 10: 242, 233: 10, 2: 0, 0: 236, 11: 11, 242: 3, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } )|241
630|{232: 233, 237: 237, 236: 236, 10: 3, 233: 2, 2: 10, 0: 0, 11: 232, 242: 11, 3: 242}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|498
631|{232: 0, 237: 10, 236: 232, 10: 236, 233: 242, 2: 237, 0: 11, 11: 233, 242: 3, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|736
632|{232: 233, 237: 232, 236: 236, 10: 0, 233: 11, 2: 2, 0: 10, 11: 237, 242: 242, 3: 3}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|36
633|{232: 0, 237: 233, 236: 242, 10: 236, 233: 237, 2: 3, 0: 232, 11: 11, 242: 10, 3: 2}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|244
634|{232: 2, 237: 11, 236: 236, 10: 242, 233: 3, 2: 10, 0: 233, 11: 0, 242: 237, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|18
635|{232: 232, 237: 237, 236: 242, 10: 0, 233: 233, 2: 236, 0: 2, 11: 3, 242: 11, 3: 10}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -65 & a >= 0 } )|733
636|{232: 10, 237: 233, 236: 242, 10: 236, 233: 11, 2: 237, 0: 3, 11: 2, 242: 0, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|744
637|{232: 11, 237: 233, 236: 237, 10: 10, 233: 0, 2: 236, 0: 232, 11: 2, 242: 3, 3: 242}|( { t = 0 & a - b = 1 & a >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|16
638|{232: 2, 237: 233, 236: 236, 10: 10, 233: 237, 2: 232, 0: 11, 11: 0, 242: 242, 3: 3}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
639|{232: 0, 237: 242, 236: 237, 10: 3, 233: 2, 2: 233, 0: 10, 11: 232, 242: 236, 3: 11}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|239
640|{232: 2, 237: 242, 236: 232, 10: 3, 233: 0, 2: 236, 0: 10, 11: 233, 242: 237, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|981
641|{232: 232, 237: 11, 236: 237, 10: 242, 233: 236, 2: 233, 0: 10, 11: 0, 242: 2, 3: 3}|( { t = 0 & a - b = 1 & a >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|514
642|{232: 242, 237: 2, 236: 236, 10: 3, 233: 0, 2: 11, 0: 10, 11: 232, 242: 233, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|1463
643|{232: 236, 237: 237, 236: 233, 10: 0, 233: 11, 2: 2, 0: 242, 11: 3, 242: 10, 3: 232}|( )|970
644|{232: 236, 237: 232, 236: 10, 10: 2, 233: 237, 2: 0, 0: 233, 11: 11, 242: 242, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|262
645|{232: 232, 237: 233, 236: 0, 10: 10, 233: 236, 2: 237, 0: 11, 11: 2, 242: 242, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|251
646|{232: 242, 237: 236, 236: 237, 10: 3, 233: 10, 2: 0, 0: 11, 11: 2, 242: 233, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -173 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|261
647|{232: 10, 237: 2, 236: 236, 10: 233, 233: 242, 2: 0, 0: 11, 11: 232, 242: 237, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } )|816
648|{232: 237, 237: 232, 236: 3, 10: 2, 233: 11, 2: 10, 0: 236, 11: 0, 242: 233, 3: 242}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
649|{232: 10, 237: 233, 236: 232, 10: 3, 233: 242, 2: 236, 0: 0, 11: 2, 242: 237, 3: 11}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|739
650|{232: 232, 237: 3, 236: 236, 10: 11, 233: 233, 2: 0, 0: 2, 11: 10, 242: 237, 3: 242}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|245
651|{232: 242, 237: 237, 236: 0, 10: 236, 233: 2, 2: 232, 0: 233, 11: 10, 242: 3, 3: 11}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|12
652|{232: 233, 237: 237, 236: 2, 10: 242, 233: 236, 2: 10, 0: 0, 11: 232, 242: 11, 3: 3}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } )|489
653|{232: 237, 237: 232, 236: 242, 10: 0, 233: 233, 2: 11, 0: 236, 11: 10, 242: 3, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|497
654|{232: 10, 237: 11, 236: 236, 10: 237, 233: 232, 2: 3, 0: 233, 11: 2, 242: 242, 3: 0}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|10
655|{232: 237, 237: 10, 236: 236, 10: 242, 233: 11, 2: 0, 0: 233, 11: 3, 242: 232, 3: 2}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|246
656|{232: 236, 237: 3, 236: 237, 10: 0, 233: 11, 2: 10, 0: 232, 11: 233, 242: 242, 3: 2}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -173 } )|249
657|{232: 11, 237: 10, 236: 237, 10: 2, 233: 242, 2: 232, 0: 236, 11: 0, 242: 233, 3: 3}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|257
658|{232: 232, 237: 0, 236: 10, 10: 236, 233: 3, 2: 242, 0: 11, 11: 2, 242: 233, 3: 237}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } )|723
659|{232: 233, 237: 11, 236: 0, 10: 10, 233: 237, 2: 3, 0: 232, 11: 242, 242: 2, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|11
660|{232: 10, 237: 0, 236: 2, 10: 3, 233: 11, 2: 237, 0: 236, 11: 232, 242: 233, 3: 242}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } )|502
661|{232: 233, 237: 237, 236: 2, 10: 0, 233: 10, 2: 3, 0: 11, 11: 232, 242: 242, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|14
662|{232: 237, 237: 242, 236: 11, 10: 3, 233: 232, 2: 233, 0: 10, 11: 0, 242: 2, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|1028
663|{232: 237, 237: 3, 236: 242, 10: 232, 233: 236, 2: 11, 0: 2, 11: 10, 242: 0, 3: 233}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|1235
664|{232: 236, 237: 11, 236: 237, 10: 10, 233: 232, 2: 242, 0: 0, 11: 3, 242: 2, 3: 233}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|246
665|{232: 233, 237: 11, 236: 2, 10: 10, 233: 236, 2: 237, 0: 3, 11: 242, 242: 232, 3: 0}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|527
666|{232: 237, 237: 232, 236: 2, 10: 10, 233: 11, 2: 3, 0: 233, 11: 242, 242: 236, 3: 0}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|9
667|{232: 232, 237: 242, 236: 236, 10: 3, 233: 11, 2: 233, 0: 2, 11: 10, 242: 0, 3: 237}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|494
668|{232: 237, 237: 0, 236: 2, 10: 233, 233: 3, 2: 236, 0: 242, 11: 10, 242: 232, 3: 11}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|246
669|{232: 236, 237: 10, 236: 2, 10: 242, 233: 232, 2: 11, 0: 237, 11: 233, 242: 0, 3: 3}|( { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|1461
670|{232: 237, 237: 233, 236: 11, 10: 2, 233: 0, 2: 10, 0: 3, 11: 236, 242: 242, 3: 232}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -67 } )|263
671|{232: 10, 237: 237, 236: 232, 10: 2, 233: 242, 2: 0, 0: 11, 11: 236, 242: 233, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } )|733
672|{232: 2, 237: 242, 236: 11, 10: 236, 233: 237, 2: 10, 0: 233, 11: 232, 242: 0, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & a - b = 1 & a >= 1 } )|254
673|{232: 3, 237: 233, 236: 242, 10: 11, 233: 237, 2: 10, 0: 232, 11: 2, 242: 0, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -69 & a >= 0 } )|732
674|{232: 236, 237: 237, 236: 2, 10: 11, 233: 0, 2: 242, 0: 232, 11: 10, 242: 3, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b > -61 & a >= 0 } )|494
675|{232: 232, 237: 0, 236: 236, 10: 3, 233: 2, 2: 11, 0: 242, 11: 237, 242: 10, 3: 233}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|15
676|{232: 237, 237: 3, 236: 0, 10: 233, 233: 232, 2: 236, 0: 11, 11: 2, 242: 242, 3: 10}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|243
677|{232: 237, 237: 233, 236: 242, 10: 11, 233: 2, 2: 3, 0: 232, 11: 236, 242: 0, 3: 10}|( { t = 0 & -a + b > -71 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|874
678|{232: 242, 237: 236, 236: 237, 10: 232, 233: 2, 2: 233, 0: 0, 11: 10, 242: 11, 3: 3}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|25
679|{232: 236, 237: 11, 236: 3, 10: 233, 233: 0, 2: 232, 0: 237, 11: 10, 242: 2, 3: 242}|( { t = 0 & a - b = 1 & a >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -181 & a >= 0 } )|714
680|{232: 0, 237: 242, 236: 11, 10: 2, 233: 232, 2: 3, 0: 10, 11: 237, 242: 233, 3: 236}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|24
681|{232: 237, 237: 232, 236: 10, 10: 2, 233: 242, 2: 3, 0: 236, 11: 11, 242: 233, 3: 0}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|242
682|{232: 242, 237: 232, 236: 3, 10: 233, 233: 237, 2: 11, 0: 2, 11: 10, 242: 236, 3: 0}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|755
683|{232: 237, 237: 232, 236: 11, 10: 233, 233: 10, 2: 0, 0: 236, 11: 242, 242: 2, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
684|{232: 3, 237: 11, 236: 2, 10: 233, 233: 236, 2: 10, 0: 0, 11: 242, 242: 232, 3: 237}|( { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|761
685|{232: 242, 237: 11, 236: 10, 10: 3, 233: 236, 2: 237, 0: 2, 11: 0, 242: 232, 3: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|506
686|{232: 232, 237: 242, 236: 11, 10: 2, 233: 3, 2: 10, 0: 237, 11: 233, 242: 0, 3: 236}|( )|12
687|{232: 232, 237: 3, 236: 242, 10: 2, 233: 11, 2: 0, 0: 237, 11: 233, 242: 10, 3: 236}|( { t = 0 & a - b = 1 & a >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|253
688|{232: 11, 237: 10, 236: 237, 10: 236, 233: 2, 2: 0, 0: 232, 11: 242, 242: 233, 3: 3}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } { t = 0 & -a + b >= -179 & b >= 0 & a - b >= 1 } )|1433
