205|{3: 3, 237: 11, 236: 2, 232: 232, 10: 10, 242: 242, 11: 237, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
216|{3: 236, 237: 11, 236: 3, 232: 232, 10: 10, 242: 242, 11: 237, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
230|{3: 236, 237: 11, 236: 3, 232: 232, 10: 10, 242: 2, 11: 237, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
232|{3: 236, 237: 2, 236: 3, 232: 232, 10: 10, 242: 11, 11: 237, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|245
260|{3: 242, 237: 11, 236: 236, 232: 232, 10: 10, 242: 3, 11: 237, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
265|{3: 3, 237: 11, 236: 236, 232: 232, 10: 10, 242: 242, 11: 237, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
266|{3: 242, 237: 11, 236: 236, 232: 232, 10: 10, 242: 2, 11: 237, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|245
267|{3: 11, 237: 242, 236: 236, 232: 232, 10: 10, 242: 2, 11: 237, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|248
270|{3: 11, 237: 2, 236: 236, 232: 232, 10: 10, 242: 242, 11: 237, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
271|{3: 2, 237: 11, 236: 236, 232: 232, 10: 10, 242: 242, 11: 237, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
279|{3: 3, 237: 11, 236: 236, 232: 232, 10: 10, 242: 2, 11: 237, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
281|{3: 2, 237: 11, 236: 236, 232: 232, 10: 10, 242: 3, 11: 237, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|482
282|{3: 3, 237: 2, 236: 236, 232: 232, 10: 10, 242: 11, 11: 237, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|245
283|{3: 2, 237: 3, 236: 236, 232: 232, 10: 10, 242: 11, 11: 237, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|488
289|{3: 3, 237: 11, 236: 242, 232: 232, 10: 10, 242: 236, 11: 237, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
294|{3: 11, 237: 2, 236: 242, 232: 232, 10: 10, 242: 236, 11: 237, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
295|{3: 2, 237: 11, 236: 242, 232: 232, 10: 10, 242: 236, 11: 237, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
322|{3: 237, 237: 3, 236: 2, 232: 232, 10: 10, 242: 11, 11: 242, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
323|{3: 3, 237: 237, 236: 2, 232: 232, 10: 10, 242: 11, 11: 242, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
333|{3: 236, 237: 237, 236: 3, 232: 232, 10: 10, 242: 11, 11: 242, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
350|{3: 236, 237: 11, 236: 3, 232: 232, 10: 10, 242: 2, 11: 242, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|245
352|{3: 236, 237: 2, 236: 3, 232: 232, 10: 10, 242: 11, 11: 242, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
382|{3: 237, 237: 3, 236: 236, 232: 232, 10: 10, 242: 11, 11: 242, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
383|{3: 3, 237: 237, 236: 236, 232: 232, 10: 10, 242: 11, 11: 242, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
387|{3: 11, 237: 237, 236: 236, 232: 232, 10: 10, 242: 2, 11: 242, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
389|{3: 2, 237: 237, 236: 236, 232: 232, 10: 10, 242: 11, 11: 242, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
399|{3: 3, 237: 11, 236: 236, 232: 232, 10: 10, 242: 2, 11: 242, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|245
401|{3: 2, 237: 11, 236: 236, 232: 232, 10: 10, 242: 3, 11: 242, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|486
402|{3: 3, 237: 2, 236: 236, 232: 232, 10: 10, 242: 11, 11: 242, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
403|{3: 2, 237: 3, 236: 236, 232: 232, 10: 10, 242: 11, 11: 242, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|488
407|{3: 3, 237: 236, 236: 237, 232: 232, 10: 10, 242: 11, 11: 242, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
411|{3: 11, 237: 236, 236: 237, 232: 232, 10: 10, 242: 2, 11: 242, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
413|{3: 2, 237: 236, 236: 237, 232: 232, 10: 10, 242: 11, 11: 242, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
479|{3: 11, 237: 242, 236: 232, 232: 236, 10: 10, 242: 237, 11: 2, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|482
481|{3: 11, 237: 237, 236: 232, 232: 236, 10: 10, 242: 242, 11: 2, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|482
482|{3: 242, 237: 237, 236: 232, 232: 236, 10: 10, 242: 3, 11: 2, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
483|{3: 237, 237: 242, 236: 232, 232: 236, 10: 10, 242: 3, 11: 2, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
484|{3: 242, 237: 3, 236: 232, 232: 236, 10: 10, 242: 237, 11: 2, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|245
485|{3: 3, 237: 242, 236: 232, 232: 236, 10: 10, 242: 237, 11: 2, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
486|{3: 237, 237: 3, 236: 232, 232: 236, 10: 10, 242: 242, 11: 2, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
487|{3: 3, 237: 237, 236: 232, 232: 236, 10: 10, 242: 242, 11: 2, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
496|{3: 237, 237: 3, 236: 232, 232: 236, 10: 10, 242: 11, 11: 2, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|245
497|{3: 3, 237: 237, 236: 232, 232: 236, 10: 10, 242: 11, 11: 2, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|245
599|{3: 11, 237: 242, 236: 232, 232: 236, 10: 10, 242: 237, 11: 3, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
601|{3: 11, 237: 237, 236: 232, 232: 236, 10: 10, 242: 242, 11: 3, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
608|{3: 242, 237: 11, 236: 232, 232: 236, 10: 10, 242: 2, 11: 3, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|245
609|{3: 11, 237: 242, 236: 232, 232: 236, 10: 10, 242: 2, 11: 3, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|248
612|{3: 11, 237: 2, 236: 232, 232: 236, 10: 10, 242: 242, 11: 3, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
613|{3: 2, 237: 11, 236: 232, 232: 236, 10: 10, 242: 242, 11: 3, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
615|{3: 11, 237: 237, 236: 232, 232: 236, 10: 10, 242: 2, 11: 3, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
617|{3: 2, 237: 237, 236: 232, 232: 236, 10: 10, 242: 11, 11: 3, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
716|{3: 242, 237: 237, 236: 232, 232: 236, 10: 10, 242: 3, 11: 11, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
717|{3: 237, 237: 242, 236: 232, 232: 236, 10: 10, 242: 3, 11: 11, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
