permutation|permutationMap|result|denot total iterations
2026|{3: 237, 237: 2, 236: 11, 232: 242, 10: 10, 242: 232, 11: 3, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|251
2027|{3: 2, 237: 237, 236: 11, 232: 242, 10: 10, 242: 232, 11: 3, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|241
2028|{3: 232, 237: 2, 236: 11, 232: 242, 10: 10, 242: 237, 11: 3, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|492
2029|{3: 2, 237: 232, 236: 11, 232: 242, 10: 10, 242: 237, 11: 3, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } )|240
2030|{3: 236, 237: 232, 236: 11, 232: 242, 10: 10, 242: 2, 11: 3, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|36
2031|{3: 232, 237: 236, 236: 11, 232: 242, 10: 10, 242: 2, 11: 3, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|974
2032|{3: 236, 237: 2, 236: 11, 232: 242, 10: 10, 242: 232, 11: 3, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
2033|{3: 2, 237: 236, 236: 11, 232: 242, 10: 10, 242: 232, 11: 3, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|245
2034|{3: 232, 237: 2, 236: 11, 232: 242, 10: 10, 242: 236, 11: 3, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|22
2035|{3: 2, 237: 232, 236: 11, 232: 242, 10: 10, 242: 236, 11: 3, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|24
2036|{3: 237, 237: 236, 236: 232, 232: 242, 10: 10, 242: 11, 11: 3, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|26
2037|{3: 236, 237: 237, 236: 232, 232: 242, 10: 10, 242: 11, 11: 3, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
2038|{3: 237, 237: 11, 236: 232, 232: 242, 10: 10, 242: 236, 11: 3, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|18
2039|{3: 11, 237: 237, 236: 232, 232: 242, 10: 10, 242: 236, 11: 3, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } )|244
2040|{3: 236, 237: 11, 236: 232, 232: 242, 10: 10, 242: 237, 11: 3, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
2041|{3: 11, 237: 236, 236: 232, 232: 242, 10: 10, 242: 237, 11: 3, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|246
2042|{3: 237, 237: 236, 236: 232, 232: 242, 10: 10, 242: 2, 11: 3, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|38
2043|{3: 236, 237: 237, 236: 232, 232: 242, 10: 10, 242: 2, 11: 3, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|16
2044|{3: 237, 237: 2, 236: 232, 232: 242, 10: 10, 242: 236, 11: 3, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|713
2045|{3: 2, 237: 237, 236: 232, 232: 242, 10: 10, 242: 236, 11: 3, 0: 0, 2: 11, 233: 233}|( ),12
2046|{3: 236, 237: 2, 236: 232, 232: 242, 10: 10, 242: 237, 11: 3, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|476
2047|{3: 2, 237: 236, 236: 232, 232: 242, 10: 10, 242: 237, 11: 3, 0: 0, 2: 11, 233: 233}|( ),12
2048|{3: 237, 237: 11, 236: 232, 232: 242, 10: 10, 242: 2, 11: 3, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|38
2049|{3: 11, 237: 237, 236: 232, 232: 242, 10: 10, 242: 2, 11: 3, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|258
2050|{3: 237, 237: 2, 236: 232, 232: 242, 10: 10, 242: 11, 11: 3, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|38
2051|{3: 2, 237: 237, 236: 232, 232: 242, 10: 10, 242: 11, 11: 3, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|20
2052|{3: 11, 237: 2, 236: 232, 232: 242, 10: 10, 242: 237, 11: 3, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|270
2053|{3: 2, 237: 11, 236: 232, 232: 242, 10: 10, 242: 237, 11: 3, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|20
2054|{3: 236, 237: 11, 236: 232, 232: 242, 10: 10, 242: 2, 11: 3, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|242
2055|{3: 11, 237: 236, 236: 232, 232: 242, 10: 10, 242: 2, 11: 3, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } )|248
2056|{3: 236, 237: 2, 236: 232, 232: 242, 10: 10, 242: 11, 11: 3, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
2057|{3: 2, 237: 236, 236: 232, 232: 242, 10: 10, 242: 11, 11: 3, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } )|16
2058|{3: 11, 237: 2, 236: 232, 232: 242, 10: 10, 242: 236, 11: 3, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } )|244
2059|{3: 2, 237: 11, 236: 232, 232: 242, 10: 10, 242: 236, 11: 3, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } )|244
2060|{3: 237, 237: 232, 236: 236, 232: 242, 10: 10, 242: 11, 11: 3, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|16
2061|{3: 232, 237: 237, 236: 236, 232: 242, 10: 10, 242: 11, 11: 3, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|24
2062|{3: 237, 237: 11, 236: 236, 232: 242, 10: 10, 242: 232, 11: 3, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|18
2063|{3: 11, 237: 237, 236: 236, 232: 242, 10: 10, 242: 232, 11: 3, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
2064|{3: 232, 237: 11, 236: 236, 232: 242, 10: 10, 242: 237, 11: 3, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|28
2065|{3: 11, 237: 232, 236: 236, 232: 242, 10: 10, 242: 237, 11: 3, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } )|239
2066|{3: 237, 237: 232, 236: 236, 232: 242, 10: 10, 242: 2, 11: 3, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|23
2067|{3: 232, 237: 237, 236: 236, 232: 242, 10: 10, 242: 2, 11: 3, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|35
2068|{3: 237, 237: 2, 236: 236, 232: 242, 10: 10, 242: 232, 11: 3, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|722
2069|{3: 2, 237: 237, 236: 236, 232: 242, 10: 10, 242: 232, 11: 3, 0: 0, 2: 11, 233: 233}|( ),12
2070|{3: 232, 237: 2, 236: 236, 232: 242, 10: 10, 242: 237, 11: 3, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|1415
2071|{3: 2, 237: 232, 236: 236, 232: 242, 10: 10, 242: 237, 11: 3, 0: 0, 2: 11, 233: 233}|( ),12
2072|{3: 237, 237: 11, 236: 236, 232: 242, 10: 10, 242: 2, 11: 3, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|23
2073|{3: 11, 237: 237, 236: 236, 232: 242, 10: 10, 242: 2, 11: 3, 0: 0, 2: 232, 233: 233}|( ),240
2074|{3: 237, 237: 2, 236: 236, 232: 242, 10: 10, 242: 11, 11: 3, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|35
2075|{3: 2, 237: 237, 236: 236, 232: 242, 10: 10, 242: 11, 11: 3, 0: 0, 2: 232, 233: 233}|( ),10
2076|{3: 11, 237: 2, 236: 236, 232: 242, 10: 10, 242: 237, 11: 3, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|245
2077|{3: 2, 237: 11, 236: 236, 232: 242, 10: 10, 242: 237, 11: 3, 0: 0, 2: 232, 233: 233}|( ),10
2078|{3: 232, 237: 11, 236: 236, 232: 242, 10: 10, 242: 2, 11: 3, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|488
2079|{3: 11, 237: 232, 236: 236, 232: 242, 10: 10, 242: 2, 11: 3, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|258
2080|{3: 232, 237: 2, 236: 236, 232: 242, 10: 10, 242: 11, 11: 3, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|24
2081|{3: 2, 237: 232, 236: 236, 232: 242, 10: 10, 242: 11, 11: 3, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|28
2082|{3: 11, 237: 2, 236: 236, 232: 242, 10: 10, 242: 232, 11: 3, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
2083|{3: 2, 237: 11, 236: 236, 232: 242, 10: 10, 242: 232, 11: 3, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
2084|{3: 236, 237: 232, 236: 237, 232: 242, 10: 10, 242: 11, 11: 3, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|11
2085|{3: 232, 237: 236, 236: 237, 232: 242, 10: 10, 242: 11, 11: 3, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|24
2086|{3: 236, 237: 11, 236: 237, 232: 242, 10: 10, 242: 232, 11: 3, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
2087|{3: 11, 237: 236, 236: 237, 232: 242, 10: 10, 242: 232, 11: 3, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
2088|{3: 232, 237: 11, 236: 237, 232: 242, 10: 10, 242: 236, 11: 3, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -65 & a >= 0 } )|496
2089|{3: 11, 237: 232, 236: 237, 232: 242, 10: 10, 242: 236, 11: 3, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|251
2090|{3: 236, 237: 232, 236: 237, 232: 242, 10: 10, 242: 2, 11: 3, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|18
2091|{3: 232, 237: 236, 236: 237, 232: 242, 10: 10, 242: 2, 11: 3, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|35
2092|{3: 236, 237: 2, 236: 237, 232: 242, 10: 10, 242: 232, 11: 3, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|486
2093|{3: 2, 237: 236, 236: 237, 232: 242, 10: 10, 242: 232, 11: 3, 0: 0, 2: 11, 233: 233}|( ),12
2094|{3: 232, 237: 2, 236: 237, 232: 242, 10: 10, 242: 236, 11: 3, 0: 0, 2: 11, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -65 & a >= 0 } )|740
2095|{3: 2, 237: 232, 236: 237, 232: 242, 10: 10, 242: 236, 11: 3, 0: 0, 2: 11, 233: 233}|( ),12
2096|{3: 236, 237: 11, 236: 237, 232: 242, 10: 10, 242: 2, 11: 3, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|12
2097|{3: 11, 237: 236, 236: 237, 232: 242, 10: 10, 242: 2, 11: 3, 0: 0, 2: 232, 233: 233}|( ),240
2098|{3: 236, 237: 2, 236: 237, 232: 242, 10: 10, 242: 11, 11: 3, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } )|18
2099|{3: 2, 237: 236, 236: 237, 232: 242, 10: 10, 242: 11, 11: 3, 0: 0, 2: 232, 233: 233}|( ),10
2100|{3: 11, 237: 2, 236: 237, 232: 242, 10: 10, 242: 236, 11: 3, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|256
2101|{3: 2, 237: 11, 236: 237, 232: 242, 10: 10, 242: 236, 11: 3, 0: 0, 2: 232, 233: 233}|( ),10
2102|{3: 232, 237: 11, 236: 237, 232: 242, 10: 10, 242: 2, 11: 3, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|737
2103|{3: 11, 237: 232, 236: 237, 232: 242, 10: 10, 242: 2, 11: 3, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|253
2104|{3: 232, 237: 2, 236: 237, 232: 242, 10: 10, 242: 11, 11: 3, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|40
2105|{3: 2, 237: 232, 236: 237, 232: 242, 10: 10, 242: 11, 11: 3, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|16
2106|{3: 11, 237: 2, 236: 237, 232: 242, 10: 10, 242: 232, 11: 3, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|251
2107|{3: 2, 237: 11, 236: 237, 232: 242, 10: 10, 242: 232, 11: 3, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|18
2108|{3: 237, 237: 236, 236: 2, 232: 242, 10: 10, 242: 232, 11: 11, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|490
2109|{3: 236, 237: 237, 236: 2, 232: 242, 10: 10, 242: 232, 11: 11, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|243
2110|{3: 237, 237: 232, 236: 2, 232: 242, 10: 10, 242: 236, 11: 11, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|255
2111|{3: 232, 237: 237, 236: 2, 232: 242, 10: 10, 242: 236, 11: 11, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -65 & a >= 0 } )|492
2112|{3: 236, 237: 232, 236: 2, 232: 242, 10: 10, 242: 237, 11: 11, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|243
2113|{3: 232, 237: 236, 236: 2, 232: 242, 10: 10, 242: 237, 11: 11, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } )|726
2114|{3: 237, 237: 236, 236: 2, 232: 242, 10: 10, 242: 3, 11: 11, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|245
2115|{3: 236, 237: 237, 236: 2, 232: 242, 10: 10, 242: 3, 11: 11, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|243
2116|{3: 237, 237: 3, 236: 2, 232: 242, 10: 10, 242: 236, 11: 11, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|250
2117|{3: 3, 237: 237, 236: 2, 232: 242, 10: 10, 242: 236, 11: 11, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|250
2118|{3: 236, 237: 3, 236: 2, 232: 242, 10: 10, 242: 237, 11: 11, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|250
2119|{3: 3, 237: 236, 236: 2, 232: 242, 10: 10, 242: 237, 11: 11, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|249
2120|{3: 237, 237: 232, 236: 2, 232: 242, 10: 10, 242: 3, 11: 11, 0: 0, 2: 236, 233: 233}|( ),235
2121|{3: 232, 237: 237, 236: 2, 232: 242, 10: 10, 242: 3, 11: 11, 0: 0, 2: 236, 233: 233}|( ),235
2122|{3: 237, 237: 3, 236: 2, 232: 242, 10: 10, 242: 232, 11: 11, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
2123|{3: 3, 237: 237, 236: 2, 232: 242, 10: 10, 242: 232, 11: 11, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
2124|{3: 232, 237: 3, 236: 2, 232: 242, 10: 10, 242: 237, 11: 11, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|243
2125|{3: 3, 237: 232, 236: 2, 232: 242, 10: 10, 242: 237, 11: 11, 0: 0, 2: 236, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } )|239
2126|{3: 236, 237: 232, 236: 2, 232: 242, 10: 10, 242: 3, 11: 11, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|267
2127|{3: 232, 237: 236, 236: 2, 232: 242, 10: 10, 242: 3, 11: 11, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|243
2128|{3: 236, 237: 3, 236: 2, 232: 242, 10: 10, 242: 232, 11: 11, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } )|498
2129|{3: 3, 237: 236, 236: 2, 232: 242, 10: 10, 242: 232, 11: 11, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|254
2130|{3: 232, 237: 3, 236: 2, 232: 242, 10: 10, 242: 236, 11: 11, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } )|518
2131|{3: 3, 237: 232, 236: 2, 232: 242, 10: 10, 242: 236, 11: 11, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|290
2132|{3: 237, 237: 236, 236: 3, 232: 242, 10: 10, 242: 232, 11: 11, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } )|247
2133|{3: 236, 237: 237, 236: 3, 232: 242, 10: 10, 242: 232, 11: 11, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -61 & a >= 0 } )|243
2134|{3: 237, 237: 232, 236: 3, 232: 242, 10: 10, 242: 236, 11: 11, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } )|249
2135|{3: 232, 237: 237, 236: 3, 232: 242, 10: 10, 242: 236, 11: 11, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|248
2136|{3: 236, 237: 232, 236: 3, 232: 242, 10: 10, 242: 237, 11: 11, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } )|239
2137|{3: 232, 237: 236, 236: 3, 232: 242, 10: 10, 242: 237, 11: 11, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|244
2138|{3: 237, 237: 236, 236: 3, 232: 242, 10: 10, 242: 2, 11: 11, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } )|244
2139|{3: 236, 237: 237, 236: 3, 232: 242, 10: 10, 242: 2, 11: 11, 0: 0, 2: 232, 233: 233}|( ),240
2140|{3: 237, 237: 2, 236: 3, 232: 242, 10: 10, 242: 236, 11: 11, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -65 & a >= 0 } )|263
2141|{3: 2, 237: 237, 236: 3, 232: 242, 10: 10, 242: 236, 11: 11, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -65 } )|244
2142|{3: 236, 237: 2, 236: 3, 232: 242, 10: 10, 242: 237, 11: 11, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } { t = 0 & -a + b >= -63 & b >= 0 & a - b >= 1 } )|245
2143|{3: 2, 237: 236, 236: 3, 232: 242, 10: 10, 242: 237, 11: 11, 0: 0, 2: 232, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b >= -65 } )|240
