permutation|permutationMap|result|denot total iterations
5822|{3: 232, 237: 3, 236: 242, 232: 236, 10: 11, 242: 2, 11: 10, 0: 0, 2: 237, 233: 233}|( ),470
5823|{3: 3, 237: 232, 236: 242, 232: 236, 10: 11, 242: 2, 11: 10, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|500
5824|{3: 232, 237: 2, 236: 242, 232: 236, 10: 11, 242: 3, 11: 10, 0: 0, 2: 237, 233: 233}|( ),238
5825|{3: 2, 237: 232, 236: 242, 232: 236, 10: 11, 242: 3, 11: 10, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b > -177 & a >= 0 } )|499
5826|{3: 3, 237: 2, 236: 242, 232: 236, 10: 11, 242: 232, 11: 10, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|243
5827|{3: 2, 237: 3, 236: 242, 232: 236, 10: 11, 242: 232, 11: 10, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -63 & b >= 0 & a - b >= 1 } )|486
5828|{3: 242, 237: 237, 236: 2, 232: 236, 10: 11, 242: 10, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|12
5829|{3: 237, 237: 242, 236: 2, 232: 236, 10: 11, 242: 10, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } )|739
5830|{3: 242, 237: 10, 236: 2, 232: 236, 10: 11, 242: 237, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -175 & b >= 0 & a - b >= 1 } )|249
5831|{3: 10, 237: 242, 236: 2, 232: 236, 10: 11, 242: 237, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|512
5832|{3: 237, 237: 10, 236: 2, 232: 236, 10: 11, 242: 242, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } )|739
5833|{3: 10, 237: 237, 236: 2, 232: 236, 10: 11, 242: 242, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|512
5834|{3: 242, 237: 237, 236: 2, 232: 236, 10: 11, 242: 3, 11: 232, 0: 0, 2: 10, 233: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|247
5835|{3: 237, 237: 242, 236: 2, 232: 236, 10: 11, 242: 3, 11: 232, 0: 0, 2: 10, 233: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|247
5836|{3: 242, 237: 3, 236: 2, 232: 236, 10: 11, 242: 237, 11: 232, 0: 0, 2: 10, 233: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|249
5837|{3: 3, 237: 242, 236: 2, 232: 236, 10: 11, 242: 237, 11: 232, 0: 0, 2: 10, 233: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|247
5838|{3: 237, 237: 3, 236: 2, 232: 236, 10: 11, 242: 242, 11: 232, 0: 0, 2: 10, 233: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|247
5839|{3: 3, 237: 237, 236: 2, 232: 236, 10: 11, 242: 242, 11: 232, 0: 0, 2: 10, 233: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|247
5840|{3: 242, 237: 10, 236: 2, 232: 236, 10: 11, 242: 3, 11: 232, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|749
5841|{3: 10, 237: 242, 236: 2, 232: 236, 10: 11, 242: 3, 11: 232, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|12
5842|{3: 242, 237: 3, 236: 2, 232: 236, 10: 11, 242: 10, 11: 232, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|18
5843|{3: 3, 237: 242, 236: 2, 232: 236, 10: 11, 242: 10, 11: 232, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } )|249
5844|{3: 10, 237: 3, 236: 2, 232: 236, 10: 11, 242: 242, 11: 232, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } )|490
5845|{3: 3, 237: 10, 236: 2, 232: 236, 10: 11, 242: 242, 11: 232, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|749
5846|{3: 237, 237: 10, 236: 2, 232: 236, 10: 11, 242: 3, 11: 232, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -175 & b >= 0 & a - b >= 1 } )|494
5847|{3: 10, 237: 237, 236: 2, 232: 236, 10: 11, 242: 3, 11: 232, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|16
5848|{3: 237, 237: 3, 236: 2, 232: 236, 10: 11, 242: 10, 11: 232, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|504
5849|{3: 3, 237: 237, 236: 2, 232: 236, 10: 11, 242: 10, 11: 232, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|504
5850|{3: 10, 237: 3, 236: 2, 232: 236, 10: 11, 242: 237, 11: 232, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|741
5851|{3: 3, 237: 10, 236: 2, 232: 236, 10: 11, 242: 237, 11: 232, 0: 0, 2: 242, 233: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|741
5852|{3: 242, 237: 237, 236: 3, 232: 236, 10: 11, 242: 10, 11: 232, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
5853|{3: 237, 237: 242, 236: 3, 232: 236, 10: 11, 242: 10, 11: 232, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } )|244
5854|{3: 242, 237: 10, 236: 3, 232: 236, 10: 11, 242: 237, 11: 232, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -175 & b >= 0 & a - b >= 1 } )|246
5855|{3: 10, 237: 242, 236: 3, 232: 236, 10: 11, 242: 237, 11: 232, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
5856|{3: 237, 237: 10, 236: 3, 232: 236, 10: 11, 242: 242, 11: 232, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -175 & b >= 0 & a - b >= 1 } )|244
5857|{3: 10, 237: 237, 236: 3, 232: 236, 10: 11, 242: 242, 11: 232, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
5858|{3: 242, 237: 237, 236: 3, 232: 236, 10: 11, 242: 2, 11: 232, 0: 0, 2: 10, 233: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|244
5859|{3: 237, 237: 242, 236: 3, 232: 236, 10: 11, 242: 2, 11: 232, 0: 0, 2: 10, 233: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|253
5860|{3: 242, 237: 2, 236: 3, 232: 236, 10: 11, 242: 237, 11: 232, 0: 0, 2: 10, 233: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|480
5861|{3: 2, 237: 242, 236: 3, 232: 236, 10: 11, 242: 237, 11: 232, 0: 0, 2: 10, 233: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|242
5862|{3: 237, 237: 2, 236: 3, 232: 236, 10: 11, 242: 242, 11: 232, 0: 0, 2: 10, 233: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|484
5863|{3: 2, 237: 237, 236: 3, 232: 236, 10: 11, 242: 242, 11: 232, 0: 0, 2: 10, 233: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|242
5864|{3: 242, 237: 10, 236: 3, 232: 236, 10: 11, 242: 2, 11: 232, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|733
5865|{3: 10, 237: 242, 236: 3, 232: 236, 10: 11, 242: 2, 11: 232, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|13
5866|{3: 242, 237: 2, 236: 3, 232: 236, 10: 11, 242: 10, 11: 232, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
5867|{3: 2, 237: 242, 236: 3, 232: 236, 10: 11, 242: 10, 11: 232, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } )|246
5868|{3: 10, 237: 2, 236: 3, 232: 236, 10: 11, 242: 242, 11: 232, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
5869|{3: 2, 237: 10, 236: 3, 232: 236, 10: 11, 242: 242, 11: 232, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|728
5870|{3: 237, 237: 10, 236: 3, 232: 236, 10: 11, 242: 2, 11: 232, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -175 & b >= 0 & a - b >= 1 } )|244
5871|{3: 10, 237: 237, 236: 3, 232: 236, 10: 11, 242: 2, 11: 232, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
5872|{3: 237, 237: 2, 236: 3, 232: 236, 10: 11, 242: 10, 11: 232, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 & a - b > -181 } )|742
5873|{3: 2, 237: 237, 236: 3, 232: 236, 10: 11, 242: 10, 11: 232, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|492
5874|{3: 10, 237: 2, 236: 3, 232: 236, 10: 11, 242: 237, 11: 232, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|20
5875|{3: 2, 237: 10, 236: 3, 232: 236, 10: 11, 242: 237, 11: 232, 0: 0, 2: 242, 233: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|724
5876|{3: 242, 237: 237, 236: 10, 232: 236, 10: 11, 242: 3, 11: 232, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
5877|{3: 237, 237: 242, 236: 10, 232: 236, 10: 11, 242: 3, 11: 232, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
5878|{3: 242, 237: 3, 236: 10, 232: 236, 10: 11, 242: 237, 11: 232, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|11
5879|{3: 3, 237: 242, 236: 10, 232: 236, 10: 11, 242: 237, 11: 232, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
5880|{3: 237, 237: 3, 236: 10, 232: 236, 10: 11, 242: 242, 11: 232, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
5881|{3: 3, 237: 237, 236: 10, 232: 236, 10: 11, 242: 242, 11: 232, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
5882|{3: 242, 237: 237, 236: 10, 232: 236, 10: 11, 242: 2, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|12
5883|{3: 237, 237: 242, 236: 10, 232: 236, 10: 11, 242: 2, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|22
5884|{3: 242, 237: 2, 236: 10, 232: 236, 10: 11, 242: 237, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|12
5885|{3: 2, 237: 242, 236: 10, 232: 236, 10: 11, 242: 237, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
5886|{3: 237, 237: 2, 236: 10, 232: 236, 10: 11, 242: 242, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|19
5887|{3: 2, 237: 237, 236: 10, 232: 236, 10: 11, 242: 242, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
5888|{3: 242, 237: 3, 236: 10, 232: 236, 10: 11, 242: 2, 11: 232, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|18
5889|{3: 3, 237: 242, 236: 10, 232: 236, 10: 11, 242: 2, 11: 232, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|13
5890|{3: 242, 237: 2, 236: 10, 232: 236, 10: 11, 242: 3, 11: 232, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
5891|{3: 2, 237: 242, 236: 10, 232: 236, 10: 11, 242: 3, 11: 232, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|12
5892|{3: 3, 237: 2, 236: 10, 232: 236, 10: 11, 242: 242, 11: 232, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
5893|{3: 2, 237: 3, 236: 10, 232: 236, 10: 11, 242: 242, 11: 232, 0: 0, 2: 237, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|18
5894|{3: 237, 237: 3, 236: 10, 232: 236, 10: 11, 242: 2, 11: 232, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
5895|{3: 3, 237: 237, 236: 10, 232: 236, 10: 11, 242: 2, 11: 232, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
5896|{3: 237, 237: 2, 236: 10, 232: 236, 10: 11, 242: 3, 11: 232, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|18
5897|{3: 2, 237: 237, 236: 10, 232: 236, 10: 11, 242: 3, 11: 232, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|16
5898|{3: 3, 237: 2, 236: 10, 232: 236, 10: 11, 242: 237, 11: 232, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|20
5899|{3: 2, 237: 3, 236: 10, 232: 236, 10: 11, 242: 237, 11: 232, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|22
5900|{3: 242, 237: 10, 236: 237, 232: 236, 10: 11, 242: 3, 11: 232, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -175 & b >= 0 & a - b >= 1 } )|246
5901|{3: 10, 237: 242, 236: 237, 232: 236, 10: 11, 242: 3, 11: 232, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
5902|{3: 242, 237: 3, 236: 237, 232: 236, 10: 11, 242: 10, 11: 232, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|11
5903|{3: 3, 237: 242, 236: 237, 232: 236, 10: 11, 242: 10, 11: 232, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } )|246
5904|{3: 10, 237: 3, 236: 237, 232: 236, 10: 11, 242: 242, 11: 232, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } )|244
5905|{3: 3, 237: 10, 236: 237, 232: 236, 10: 11, 242: 242, 11: 232, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -175 & b >= 0 & a - b >= 1 } )|246
5906|{3: 242, 237: 10, 236: 237, 232: 236, 10: 11, 242: 2, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -175 & b >= 0 & a - b >= 1 } )|248
5907|{3: 10, 237: 242, 236: 237, 232: 236, 10: 11, 242: 2, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|509
5908|{3: 242, 237: 2, 236: 237, 232: 236, 10: 11, 242: 10, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|12
5909|{3: 2, 237: 242, 236: 237, 232: 236, 10: 11, 242: 10, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } )|246
5910|{3: 10, 237: 2, 236: 237, 232: 236, 10: 11, 242: 242, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|495
5911|{3: 2, 237: 10, 236: 237, 232: 236, 10: 11, 242: 242, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -175 & b >= 0 & a - b >= 1 } )|246
5912|{3: 242, 237: 3, 236: 237, 232: 236, 10: 11, 242: 2, 11: 232, 0: 0, 2: 10, 233: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|248
5913|{3: 3, 237: 242, 236: 237, 232: 236, 10: 11, 242: 2, 11: 232, 0: 0, 2: 10, 233: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|251
5914|{3: 242, 237: 2, 236: 237, 232: 236, 10: 11, 242: 3, 11: 232, 0: 0, 2: 10, 233: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|480
5915|{3: 2, 237: 242, 236: 237, 232: 236, 10: 11, 242: 3, 11: 232, 0: 0, 2: 10, 233: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|247
5916|{3: 3, 237: 2, 236: 237, 232: 236, 10: 11, 242: 242, 11: 232, 0: 0, 2: 10, 233: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|480
5917|{3: 2, 237: 3, 236: 237, 232: 236, 10: 11, 242: 242, 11: 232, 0: 0, 2: 10, 233: 233}|( { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|249
5918|{3: 10, 237: 3, 236: 237, 232: 236, 10: 11, 242: 2, 11: 232, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } )|244
5919|{3: 3, 237: 10, 236: 237, 232: 236, 10: 11, 242: 2, 11: 232, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -175 & b >= 0 & a - b >= 1 } )|246
5920|{3: 10, 237: 2, 236: 237, 232: 236, 10: 11, 242: 3, 11: 232, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|18
5921|{3: 2, 237: 10, 236: 237, 232: 236, 10: 11, 242: 3, 11: 232, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -175 & b >= 0 & a - b >= 1 } )|488
5922|{3: 3, 237: 2, 236: 237, 232: 236, 10: 11, 242: 10, 11: 232, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|733
5923|{3: 2, 237: 3, 236: 237, 232: 236, 10: 11, 242: 10, 11: 232, 0: 0, 2: 242, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|519
5924|{3: 237, 237: 10, 236: 242, 232: 236, 10: 11, 242: 3, 11: 232, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -175 & b >= 0 & a - b >= 1 } )|246
5925|{3: 10, 237: 237, 236: 242, 232: 236, 10: 11, 242: 3, 11: 232, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
5926|{3: 237, 237: 3, 236: 242, 232: 236, 10: 11, 242: 10, 11: 232, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
5927|{3: 3, 237: 237, 236: 242, 232: 236, 10: 11, 242: 10, 11: 232, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
5928|{3: 10, 237: 3, 236: 242, 232: 236, 10: 11, 242: 237, 11: 232, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } )|246
5929|{3: 3, 237: 10, 236: 242, 232: 236, 10: 11, 242: 237, 11: 232, 0: 0, 2: 2, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } { t = 0 & -a + b > -175 & b >= 0 & a - b >= 1 } )|246
5930|{3: 237, 237: 10, 236: 242, 232: 236, 10: 11, 242: 2, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } { t = 0 & b >= 0 & a - b >= 1 & -a + b >= -175 } )|728
5931|{3: 10, 237: 237, 236: 242, 232: 236, 10: 11, 242: 2, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -179 & b >= 0 & a - b >= 1 } { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|490
5932|{3: 237, 237: 2, 236: 242, 232: 236, 10: 11, 242: 10, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a >= 0 } )|19
5933|{3: 2, 237: 237, 236: 242, 232: 236, 10: 11, 242: 10, 11: 232, 0: 0, 2: 3, 233: 233}|( { t = 0 & -a + b > -1 & b >= 0 & a - b >= -177 & a >= 0 } )|10
